0.051421, -0.004792
0.109868, -0.011216
0.168789, -0.016117
0.220510, -0.019007
0.279021, -0.021549
0.334310, -0.025092
0.389179, -0.028528
0.447587, -0.029571
0.504807, -0.031969
0.563324, -0.035048
0.618347, -0.036867
0.676124, -0.038003
0.732054, -0.038081
0.786697, -0.038193
0.840680, -0.038486
0.895111, -0.038809
0.955889, -0.039243
1.011661, -0.038632
1.070612, -0.039981
1.125923, -0.042020
1.178763, -0.045016
1.231844, -0.046703
1.283760, -0.047878
1.341801, -0.049483
1.400160, -0.049260
1.452335, -0.049570
1.507493, -0.053172
1.566195, -0.061200
1.623283, -0.070262
1.675327, -0.075488
1.733858, -0.082028
1.794814, -0.087967
1.845941, -0.099834
1.902664, -0.116844
1.953820, -0.129154
2.005690, -0.140094
2.057104, -0.151510
2.109551, -0.167222
2.167210, -0.185263
2.220112, -0.202597
2.270179, -0.218869
2.330506, -0.238964
2.381471, -0.264788
2.431522, -0.297747
2.476021, -0.327446
2.522711, -0.349515
2.570345, -0.372808
2.615967, -0.400368
2.659452, -0.428854
2.700184, -0.460270
2.742486, -0.494622
2.787105, -0.526519
2.835229, -0.558487
2.876293, -0.599001
2.912690, -0.638065
2.949204, -0.684002
2.979865, -0.730111
3.010874, -0.779384
3.036515, -0.828340
3.062037, -0.880532
3.082730, -0.935276
3.098817, -0.991309
3.113097, -1.047044
3.125022, -1.102419
3.129785, -1.156582
3.134366, -1.216332
3.134014, -1.280182
3.131317, -1.345239
3.131184, -1.397625
3.131803, -1.452983
3.129054, -1.511751
3.117884, -1.570153
3.104590, -1.628211
3.086846, -1.687078
3.066935, -1.739001
3.045142, -1.793542
3.024100, -1.840611
2.997414, -1.893959
2.971351, -1.939572
2.941721, -1.984569
2.906590, -2.032955
2.868611, -2.078916
2.824233, -2.127613
2.779834, -2.165661
2.739564, -2.198747
2.690646, -2.231794
2.644357, -2.264325
2.603482, -2.297791
2.561193, -2.327770
2.508655, -2.356735
2.461726, -2.379086
2.408867, -2.394528
2.353694, -2.411427
2.300043, -2.423861
2.242774, -2.434529
2.190956, -2.438600
2.133710, -2.439835
2.078932, -2.442840
2.018851, -2.450289
1.965240, -2.456008
1.911214, -2.455968
1.857870, -2.450117
1.797951, -2.442083
1.744747, -2.433091
1.687121, -2.427064
1.634106, -2.423834
1.574652, -2.418992
1.520635, -2.406652
1.468317, -2.393366
1.415715, -2.384726
1.361079, -2.376322
1.309893, -2.368567
1.258518, -2.362153
1.201293, -2.353855
1.148240, -2.345589
1.095369, -2.337062
1.040049, -2.327039
0.987252, -2.318331
0.933927, -2.310968
0.879473, -2.302273
0.823131, -2.292981
0.763717, -2.284303
0.708477, -2.276332
0.657364, -2.269508
0.600215, -2.263155
0.542121, -2.256780
0.483166, -2.248851
0.423431, -2.239825
0.368453, -2.231533
0.313207, -2.222578
0.258912, -2.214064
0.203625, -2.204017
0.151468, -2.192965
0.092255, -2.180459
0.040589, -2.169837
-0.023541, -2.155850
-0.075276, -2.143238
-0.129125, -2.131406
-0.181685, -2.120967
-0.233971, -2.111090
-0.290820, -2.103471
-0.344048, -2.094834
-0.397464, -2.086527
-0.455004, -2.073803
-0.508793, -2.063291
-0.562397, -2.050010
-0.615005, -2.036614
-0.665539, -2.023881
-0.719253, -2.011304
-0.773456, -1.998416
-0.827655, -1.984965
-0.884121, -1.971477
-0.941435, -1.957398
-0.997850, -1.943761
-1.052952, -1.930698
-1.103806, -1.917937
-1.159996, -1.903704
-1.210727, -1.888812
-1.263069, -1.864335
-1.309905, -1.838613
-1.357642, -1.815470
-1.405745, -1.795823
-1.460015, -1.774229
-1.517485, -1.754011
-1.567046, -1.722839
-1.612300, -1.686242
-1.657963, -1.646716
-1.695838, -1.610010
-1.734328, -1.566298
-1.770854, -1.520169
-1.803077, -1.473390
-1.832745, -1.423885
-1.859191, -1.373737
-1.888004, -1.316770
-1.907744, -1.260064
-1.920634, -1.204759
-1.933023, -1.151643
-1.941306, -1.093348
-1.945861, -1.039889
-1.948339, -0.983494
-1.944793, -0.928945
-1.938959, -0.867584
-1.928075, -0.816944
-1.915601, -0.764443
-1.897948, -0.710772
-1.875605, -0.654857
-1.849464, -0.600309
-1.824496, -0.554153
-1.797497, -0.507885
-1.764521, -0.457696
-1.732664, -0.416591
-1.698909, -0.376199
-1.659685, -0.332897
-1.622382, -0.294861
-1.580272, -0.256208
-1.538947, -0.221964
-1.494695, -0.188876
-1.449315, -0.162332
-1.401834, -0.133941
-1.351121, -0.109665
-1.302870, -0.088782
-1.254614, -0.069361
-1.199026, -0.054266
-1.141634, -0.039256
-1.084659, -0.030206
-1.030758, -0.023061
-0.974889, -0.021639
-0.919200, -0.020788
-0.862199, -0.022781
-0.805970, -0.025475
-0.754404, -0.024043
-0.695206, -0.023411
-0.640503, -0.026773
-0.584469, -0.041039
-0.532863, -0.056598
-0.481997, -0.070620
-0.430156, -0.084572
-0.372733, -0.097959
-0.319588, -0.109748
-0.268058, -0.120680
-0.217188, -0.130137
-0.159798, -0.140264
-0.101216, -0.149992
-0.048608, -0.159162
0.008776, -0.170700
